Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Just a waste,PinkPantheress,Just a waste,61gXjK2WtQcGoM7rsErAQK,0R4uAhlkr1I8EgPxqBwzBs,,2021-02-05,127406,,0.743,0.67,6,-9.34,0,0.0598,0.247,0.0125,0.0498,0.662,108.112
Scrawny,Wallows,Nothing Happens,7eed9MBclFPjjjvotfR2e9,1pNUmVxDiE8t6P1XxcZAv8,,2019-03-22,166520,,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008
Fool,Cavetown,Lemon Boy,5rvA7Pth9X8PFp5jHqFl3V,7asyVbwQE7IbA3x2be7bdI,,2018-01-01,233785,,0.675,0.464,1,-9.277,1,0.151,0.0635,0.073,0.0711,0.129,79.55
Mr. Brightside,The Killers,Hot Fuss,4undIeGmofnAYKhnDclN1w,7oK9VyNzrYvRFo7nQEYkWN,,2004-06-15,222587,,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017
Why,Dominic Fike,What Could Possibly Go Wrong,1BubKJqf6Uc4fNae5kLJJ7,1xLs8Mu1QEVbGCpyHQ2r2U,,2020-07-31,139907,,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027
Cherry Flavoured,The Neighbourhood,Chip Chrome & The Mono-Tones,4uNgt1uQs6wZRm4giB3shX,40iocOzytrqaRn5RbGPDNp,,2020-09-25,208453,,0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769
She Doesn’t Get It,Rec Hall,She Doesn’t Get It,5z8F1FI6zTcSL99H5gJMDJ,1BApHcP5TM5DHAq4gyjqjx,,2021-05-05,211030,,0.59,0.936,4,-5.226,1,0.0603,0.00751,0.00113,0.0448,0.726,156.105
August,flipturn,Citrona,7iTm9yZznLHb1GBOVm5IB1,0elCmyfISzkP5tAYTVuYjS,,2018-04-20,261734,,0.45,0.602,6,-4.301,1,0.0273,0.0892,0.00625,0.107,0.16,172.161
PINCH ME,young friend,PINCH ME,7fh7NBMAAH6OJKfb3AsjGL,1VkM4OtAnNtJa6XBT3SHR6,,2021-03-04,179363,,0.777,0.465,6,-10.55,0,0.0501,0.621,0.0,0.0932,0.757,113.003
Hey Lover!,Wabie,Cyclones and Hey Lover,076hhK2bCjHhQJqWY7wRh0,7rC3P7tpWriaC4hYWKwGQd,,2019-06-19,162560,,0.586,0.744,4,-10.142,1,0.0508,0.00614,0.000172,0.372,0.523,117.006
Ways to Go,GROUPLOVE,Spreading Rumours,1VNBZDM7OxEQPFbEtVqUuf,57nNNkgk768QVXq3uHxu5e,,2013-09-17,215520,,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031
I Wanna Get Better,Bleachers,Strange Desire,0cnNCK2xpudXjB8pzsrYy9,1BwhFXqoIsePt21WyWIttb,,2014-07-14,204520,,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87e-05,0.218,0.398,190.013
Electric Love,BØRNS,Dopamine,17l7MIu0Jh0tdgK7or9ovw,2GiJYvgVaD2HtM8GqD9EgQ,,2015-10-16,218107,,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041
Social Cues,Cage The Elephant,Social Cues,2VuZJsJBPLwg9BeQFQle8G,1KuVdyg8d6NlRhbpHxg5UF,,2019-04-19,219053,,0.668,0.913,9,-3.097,1,0.0348,0.0119,6.7e-06,0.111,0.933,132.039
Ready To Let Go,Cage The Elephant,Social Cues,2VuZJsJBPLwg9BeQFQle8G,4UyAtnwhaKv7EG1BdkBYRI,,2019-04-19,187973,,0.719,0.895,1,-3.263,1,0.0371,0.011,3.65e-05,0.0731,0.745,100.962
Black Madonna,Cage The Elephant,Social Cues,2VuZJsJBPLwg9BeQFQle8G,4Y6GIje3GErVRIq1Ff5BJq,,2019-04-19,226533,,0.705,0.728,4,-3.184,0,0.035,0.00122,0.0693,0.0753,0.966,109.991
Take a Walk,Passion Pit,Gossamer,14JU5SskmcyckE5I8PY6lv,4Sfa7hdVkqlM8UW5LsSY3F,,2012-07-23,264493,,0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006
Love It If We Made It,The 1975,A Brief Inquiry Into Online Relationships,6PWXKiakqhI17mTYM4y6oY,6WmIyn2fx1PKQ0XDpYj4VR,,2018-11-30,252926,,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06
The Love Club,Lorde,Pure Heroine (Extended),6rnzvZhe3PA57xKcKLRtJ6,2yrJ1jWo3HLksJFUqUsZE4,,2013-01-01,201434,,0.794,0.493,5,-7.257,1,0.0563,0.212,0.0133,0.13,0.626,92.026
Narcissist (feat. The 1975),"No Rome, The 1975",RIP Indo Hisashi,5l156gMmHiFQKaAqCWRkI4,4qjLvvBh5ZeKEPyShKRf06,,2018-08-28,195502,,0.543,0.682,3,-5.81,1,0.113,0.218,1.53e-06,0.085,0.424,179.969
It's Not Living (If It's Not With You),The 1975,A Brief Inquiry Into Online Relationships,6PWXKiakqhI17mTYM4y6oY,3TgMcrV32NUKjEG2ujn9eh,,2018-11-30,248336,,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227
Eventually,Tame Impala,Currents,79dL7FLiJFOO0EoehUHQBv,5M4yti0QxgqJieUYaEXcpw,,2015-07-17,318591,,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935
The Moment,Tame Impala,Currents,79dL7FLiJFOO0EoehUHQBv,1UYj8qTWjneZJDVjUMwMub,,2015-07-17,255413,,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089
'Cause I'm A Man,Tame Impala,Currents,79dL7FLiJFOO0EoehUHQBv,2O99aywAVBhaPrsiJ6zbSS,,2015-07-17,241987,,0.547,0.695,9,-4.969,1,0.0337,0.108,0.00301,0.14,0.641,144.684
Weekend Friend,Goth Babe,Weekend Friend,1U2tk4b49drBLpt9GJ9kPc,2d3QlXE6FXFDeodiS66yjM,,2019-01-19,209455,,0.409,0.594,1,-9.725,1,0.031,0.032,0.0391,0.0904,0.212,110.187
TOOTIMETOOTIMETOOTIME,The 1975,A Brief Inquiry Into Online Relationships,6PWXKiakqhI17mTYM4y6oY,33DzKnwuBE6lfOiADwzd5E,,2018-11-30,207851,,0.667,0.824,8,-5.867,1,0.0665,0.177,0.0152,0.0933,0.518,114.998
Lotus Eater,Foster The People,Sacred Hearts Club,5lFvZh6pCTJzr9UStebyCF,6ReKt5x6FVUXTMdWNC6GAQ,,2017-07-21,182653,,0.597,0.733,11,-4.727,0,0.11,0.00457,0.00191,0.501,0.866,87.479
Rollercoaster,Bleachers,Strange Desire,0cnNCK2xpudXjB8pzsrYy9,5L95vS64rG1YMIFm1hLjyZ,,2014-07-14,188867,,0.421,0.79,10,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024
Undercover Martyn,Two Door Cinema Club,Tourist History,0SD7kwnJEC2oDzQBKEHQnH,0Hrd6CSafHHqKptyFppmqH,,2010-02-17,167773,,0.442,0.872,2,-5.072,1,0.123,0.00025,1.74e-05,0.0602,0.568,159.867
Something Good Can Work,Two Door Cinema Club,Tourist History,0SD7kwnJEC2oDzQBKEHQnH,5yDX0yhtLyf0zEXEqXqyAa,,2010-02-17,164187,,0.648,0.833,0,-5.321,1,0.0327,0.00583,0.000787,0.178,0.64,119.935
When I'm Down,"Whethan, Oliver Tree",When I'm Down,4j5u2UH5L7qGhkodeRxBZm,556l9P7WVZVyYUBjT1YFTT,,2016-10-21,164681,,0.827,0.769,7,-4.058,1,0.126,0.209,9.54e-05,0.091,0.491,93.986
Motion Sickness,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),5rcJ5xCMYYLCgGilFDKRZl,25Syi9wnfn6ZGAmiOBypPq,,2018-10-02,229760,,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,I.,6w9osZGOS8B7XWW51SBwFT,3GhsBdS9ulPK3KCdwHRPhG,,2012-07-21,286293,,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848
Keep On Loving You,Cigarettes After Sex,Affection,5MdPMGnu8UZlDrrF0nQEKL,6dYcUcj1TyZZES5ivtjLdk,,2015-10-05,233000,,0.455,0.37,2,-9.328,0,0.0247,0.533,0.959,0.111,0.125,73.683
Falling In Love,Cigarettes After Sex,Cry,6fUVptFdeOgcqDvCZzM2kC,4m1jesCFX1gQtIRFirfwCW,,2019-10-25,245840,,0.482,0.267,7,-11.638,1,0.0262,0.722,0.02,0.125,0.347,140.617
Affection,Cigarettes After Sex,Affection,5MdPMGnu8UZlDrrF0nQEKL,4eVNSHRazoHgfYGv3AYFyZ,,2015-10-05,311000,,0.415,0.425,7,-11.232,1,0.025,0.497,0.908,0.105,0.248,89.839
You're All I Want,Cigarettes After Sex,You're All I Want,5lU2BUnMIIe6JcbqV9LXtS,0EUw3ZK8Ti14t6R6FOP8Ty,,2020-05-26,264453,,0.438,0.47,5,-10.94,1,0.0243,0.357,0.821,0.113,0.282,92.653
K.,Cigarettes After Sex,Cigarettes After Sex,5bP82ZIls6rzhpf5Qu6AzC,7LX4aXtvImhdgUHQBlo8Kp,,2017-06-09,319560,,0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113
Cry,Cigarettes After Sex,Cry,6fUVptFdeOgcqDvCZzM2kC,0Qr61NXlyAeQaADO5xn3rI,,2019-10-25,256800,,0.409,0.399,7,-10.456,1,0.0275,0.763,0.654,0.112,0.161,142.823
You Know It,Colony House,Only The Lonely,5vBnIcG7nD3XEt8ErHpytO,169pWCmfvVazzcL4EXFPgL,,2017-01-13,182267,,0.404,0.962,3,-2.901,1,0.0978,0.0352,0.0,0.146,0.572,158.121
New Flesh,Current Joys,Wild Heart,3vYaHUkO7laqYdwUQbnsIP,6HJxxqHWMdidwTVZmZWeHU,,2013-01-02,167987,,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861
Borderline,Tame Impala,The Slow Rush,31qVWUdRrlb8thMvts0yYL,5hM5arv9KDbCHS0k9uqwjr,,2020-02-14,237800,,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96
Let It Happen,Tame Impala,Currents,79dL7FLiJFOO0EoehUHQBv,2X485T9Z5Ly0xyaghN73ed,,2015-07-17,467587,,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012
Is It True,Tame Impala,The Slow Rush,31qVWUdRrlb8thMvts0yYL,6RZmhpvukfyeSURhf4kZ0d,,2020-02-14,239267,,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018
Elephant,Tame Impala,Lonerism,3C2MFZ2iHotUQOSBzdSvM7,6qZjm61s6u8Ead9sWxCDro,,2012-01-01,211227,,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075
Lost In Yesterday,Tame Impala,The Slow Rush,31qVWUdRrlb8thMvts0yYL,5JWPUEov2wlX7c0jhYZpeB,,2020-02-14,249587,,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059
Breathe Deeper,Tame Impala,The Slow Rush,31qVWUdRrlb8thMvts0yYL,3LbZIhU0smEU5SUnxod4j4,,2020-02-14,372867,,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998
Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",16XswZ18xhMs8qUTN51mRl,0UV5zxRMz6AO4ZwUOZNIKI,,2010-11-02,234800,,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303
Cough Syrup,Young the Giant,Young The Giant (Special Edition),2ww7MYrkExsljnKhcINDse,1UqhkbzB1kuFwt2iy4h29Q,,2011,249520,,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978
Animal,Neon Trees,Habits,7xpjpdislqMXOCw5xsDt4g,1fBl642IhJOE5U319Gy2Go,,2010-01-01,212293,,0.482,0.833,5,-5.611,1,0.0449,0.000346,0.0,0.365,0.74,148.039
Kids,Current Joys,Kids,39OIkrUzvzzCkwhXh9Rdeg,3pyyGVqWvRMq43qtJBzxe0,,2015-03-08,269143,,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45
It's Called: Freefall,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",7vXiklrUeffx5o2F8VYwm3,474uVhyGgK5MtY9gMcDgGl,,2018-04-06,152293,,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944
Human Too,The 1975,Being Funny In A Foreign Language,6dVCpQ7oGJD1oYs2fv1t5M,2PUHkK7V8XSoquIV8Skj7h,,2022-10-14,224387,,0.569,0.313,3,-13.454,1,0.0737,0.892,0.00414,0.156,0.32,73.693
No One Dies From Love,Tove Lo,Dirt Femme,3755MjOhMsW1I9u9mh3xPF,1cx7kDfiHlvQWwPRNxQrfQ,,2022-10-14,186018,,0.659,0.803,0,-6.632,1,0.0558,0.0745,1.16e-06,0.251,0.339,121.085
Cigarette Daydreams,Cage The Elephant,Melophobia,4kb0lu1IA0KLuwOrw7uD78,0lkQOB949M2gLyut86aJ1b,,2013-10-08,208760,,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98
The Less I Know The Better,Tame Impala,Currents,79dL7FLiJFOO0EoehUHQBv,6K4t31amVTZDgR3sKmwUJJ,,2015-07-17,216320,,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879
Electric Feel,MGMT,Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,3FtYbEfBqAlGO46NUDQSAt,,2007-12-14,229640,,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04
Cigarettes & Alcohol,Santino Le Saint,Cigarettes & Alcohol,5MLIpA3CQXoXukgGckiYdT,2A6vQ5l3fb9U1Ad7nKHUV0,,2020-10-30,184091,,0.698,0.465,9,-9.668,0,0.0717,0.229,0.285,0.623,0.167,132.067
Gun Shy,7evin7ins,My Everlasting Isolation,3shRCuMoi8faGBEWiUsX80,58L4j15FRVmr6jWfdtliPF,,2023-12-01,196686,,0.653,0.621,5,-5.232,1,0.0433,0.0187,1.54e-05,0.128,0.699,134.963
Arrows,The Good Water,Arrows,4dv9aSj1XYQwZfyybu7O7J,1QbrZHZLTMlsBgtaDTWDUk,,2023-10-06,190582,,0.463,0.879,7,-2.646,1,0.0823,0.024,0.0102,0.117,0.417,137.812
I Call B.S.,Noah Vonne,I Call B.S.,2NCEd8V1TZwnIHK0WalRF7,7xrIEO2HeGEcwQ0Z3sRRaW,,2023-09-29,200536,,0.29,0.8,6,-5.938,1,0.162,0.00666,0.0178,0.379,0.853,79.859
Standard Standard,Sam Osbourne Bryant,Standard Standard,7qx3htr8LGow5fiifNdbdX,6l6ogiqX89mumpbEqIKUCv,,2023-11-01,180229,,0.668,0.833,11,-8.777,1,0.0274,0.00698,0.00049,0.149,0.878,130.897
People Like Us,The Horn,People Like Us,7KhIHiaUh2WyyLw6LzfTzc,09hIuODEYQwZEfOIjRS4kA,,2023-09-15,216476,,0.558,0.738,5,-5.626,1,0.0267,0.06,0.00156,0.32,0.631,102.006
The Flicknife,BUNGALOW,The Flicknife,3Dtdkl38ebIw7kVcmNaqLK,0Ifpmq2FoCDsAvCK5euIyL,,2023-10-13,204250,,0.491,0.718,7,-8.096,1,0.0306,0.00253,0.775,0.14,0.49,163.013
Thank You,"ATHYRÊ, Nya Bloom, Gnoia",Thank You,6mxq4IbEiOrRnW6B3t1t2H,4A0M6oub3EMHD8wMJ0S1im,,2023-10-06,215266,,0.749,0.633,0,-6.45,0,0.0321,0.294,4.4e-05,0.0767,0.899,112.961
nowhere fast,Neptune,nowhere fast,3WQNCqAA8GVtXw1R3mfQqD,3wBxFk7joZ29YP1k7rZJwo,,2023-10-26,144738,,0.516,0.917,8,-6.096,1,0.0537,0.216,0.117,0.106,0.717,152.946
Jupiter on a Key Ring,Island Moons,Jupiter on a Key Ring,2bphHEQC3mSM1Ph3Tbb2jF,4361P9XjHYzxNJmpSge9D7,,2023-09-29,225726,,0.487,0.767,7,-7.393,1,0.0284,0.058,0.0405,0.182,0.715,133.041
Blurry Vision,Chaitha,Blurry Vision,5kxjKneCATs767XXKJVhvB,3L1U0bhSUNlcDyEy44spB3,,2022-08-05,133579,,0.593,0.306,5,-11.215,0,0.0331,0.818,4.2e-05,0.0817,0.198,95.05
Come a Little Closer,Cage The Elephant,Melophobia,4kb0lu1IA0KLuwOrw7uD78,6zEvZ5Bip13TwMrheoZSju,,2013-10-08,229347,,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038
There She Goes,"Chaitha, Kofi",There She Goes,3FmFLEynNDSPaJ64cZNOtu,2iCRWjHNoYIYy7OTujGSkA,,2022-10-21,162469,,0.679,0.172,0,-12.055,0,0.0319,0.885,0.0,0.106,0.271,130.111
Sit Next to Me,Foster The People,Sacred Hearts Club,5lFvZh6pCTJzr9UStebyCF,4BdGO1CaObRD4La9l5Zanz,,2017-07-21,243147,,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021
Breezeblocks,alt-J,An Awesome Wave,6k3vC8nep1BfqAIJ81L6OL,3n69hLUdIsSa1WlRmjMZlW,,2012-09-18,227080,,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093
Inside This Zoo,"DarWin, Simon Phillips, Greg Howe, Mohini Dey, Matt Bissonette, Derek Sherinian",Inside This Zoo,58Qo4ChN8uDFHoGDVRocS4,0bbDxUpaYcI7iIHfdILpms,,2023-11-03,321967,,0.439,0.885,2,-5.414,1,0.0608,0.00207,0.000608,0.407,0.396,140.104
Trouble,Cage The Elephant,Tell Me I'm Pretty,0nW0w37lrQ87k7PLZvC4qJ,5n0CTysih20NYdT2S0Wpe8,,2015-12-18,225973,,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861
Cold Cold Man,Saint Motel,My Type EP,2r69WsAMyjbgLf8c4woaUr,6RKGBcDtgzXx21zUjpeu6F,,2014-08-16,230773,,0.613,0.661,9,-4.984,1,0.0263,0.00652,0.0,0.0976,0.509,110.978
Cinnamon Lover,Treasures,Gold Rush City,5lFn4Ykrxd6BwTrqgl1dhV,1Ap66Jo6pUpQAuzF9LRhKv,,2022-08-11,203870,,0.528,0.729,7,-8.298,0,0.0692,0.000539,0.518,0.047,0.833,82.489
Left Hand Free,alt-J,This Is All Yours,4oktVvRuO1In9B7Hz0xm0a,4iEOVEULZRvmzYSZY2ViKN,,2014-09-22,173631,,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99
What You Know,Two Door Cinema Club,Tourist History,0SD7kwnJEC2oDzQBKEHQnH,3UjtIALeg72qmJiKPWBvM3,,2010-02-17,191707,,0.561,0.741,6,-4.239,0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001
Out of My League,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),3IWUFJCM3CvCCQIHQ4vtRK,2AYEOC02WLhUiOoaig2SEH,,2013-05-07,209386,,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965
Brazil,Declan McKenna,What Do You Think About the Car?,3HJiLDJgWA9Z0MvCxlzHYQ,4sNG6zQBmtq7M8aeeKJRMQ,,2017-07-21,252307,,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079
Daft Pretty Boys,Bad Suns,Disappear Here,2YXl7mV4d30fEbwpVQ7YBQ,41d2Q6DHcM20OdzynkRtvf,,2016-09-16,187013,,0.662,0.837,8,-5.015,1,0.0582,0.0623,0.0,0.0931,0.613,136.998
Made for Me,"Chaitha, Sidi",Bittersweet Boulevard,7sfUF7gXy7REmICdBvRYLn,70FNEUFt6AAevwW2cdsHvk,,2022-01-28,215556,,0.693,0.409,6,-8.776,0,0.0268,0.736,0.000857,0.135,0.14,107.988
Tongue Tied,GROUPLOVE,Never Trust a Happy Song,3oylWMc9TTC6Nx4I6U3axc,0GO8y8jQk1PkHzS31d699N,,2011-09-02,218013,,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
Feels Like We Only Go Backwards,Tame Impala,Lonerism,3C2MFZ2iHotUQOSBzdSvM7,0LtOwyZoSNZKJWHqjzADpW,,2012-01-01,192960,,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508
Kilby Girl,The Backseat Lovers,When We Were Friends,3TSMSh5dai7WEnEGOoMXBZ,1170VohRSx6GwE6QDCHPPH,,2019-01-27,282206,,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279
Pleaser,Wallows,Pleaser,3XwLvPyeeyTjFKeBdtC978,11zf7m4vw9Ze7cer9Nyhk1,,2017-04-12,187896,,0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893
Spiderhead,Cage The Elephant,Melophobia,4kb0lu1IA0KLuwOrw7uD78,6WWJPStCaNrm99t3yZEN7b,,2013-10-08,222813,,0.543,0.946,2,-0.734,1,0.0454,0.00614,1.49e-05,0.106,0.547,117.962
South,Hippo Campus,South - Single,7CB7VmCQS0P2HOvfYHGEiA,64TjzuxG5PJ7payjphrOC0,,2015-08-03,231469,,0.532,0.548,1,-6.521,1,0.0291,0.174,0.0033,0.108,0.443,130.114
Sweet Talk,Saint Motel,saintmotelevision,43URJ507cdoIRy3GJdfxjs,6kcHg7XL6SKyPNd78daRBL,,2016-10-21,192040,,0.67,0.843,1,-4.311,1,0.0454,0.0392,0.0,0.225,0.713,117.01
Mind Over Matter,Young the Giant,Mind Over Matter,3cSzKBfylctgJwqorcNEo2,5Az8KU81g2aLBbJN67F2CI,,2014-01-17,244693,,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914
Remember When,Wallows,Nothing Happens,7eed9MBclFPjjjvotfR2e9,5naar7XewEOAjOywIp6Jjq,,2019-03-22,155147,,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009
Malibu 1992,COIN,How Will You Know If You Never Try,4TJUrdwbeKC9qcouPlBuLe,0nMqu5vN44GNv8UOQxmBJK,,2017-04-21,341200,,0.559,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.173,0.497,147.366
American Money,BØRNS,Dopamine,17l7MIu0Jh0tdgK7or9ovw,4AewKenHXKBt643p473xCk,,2015-10-16,260987,,0.542,0.867,6,-5.26,0,0.0813,0.0226,0.00347,0.116,0.326,134.984
Feeling Lonely,boy pablo,Soy Pablo,1lESM5Y1VAvrCLEgLmyfOw,5uIRujGRZv5t4fGKkUTv4n,,2018-10-05,197947,,0.633,0.537,6,-10.45,0,0.0544,0.0141,3.72e-05,0.103,0.889,117.907
Crash My Car,COIN,Dreamland,3Z62dgkhjWCfLeZ8v9p2Td,0X5mtNbqxbiTYkwj0CQc2f,,2020-02-21,188307,,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577
Westcoast Collective,Dominic Fike,"Don't Forget About Me, Demos",05jbNkYoEQdjVDHEHtg1gY,7rNun2AyLu4u4rQpRt0iS9,,2018-10-16,107280,,0.682,0.571,1,-7.169,0,0.0271,0.542,0.00757,0.339,0.539,91.97
Talk Too Much,COIN,How Will You Know If You Never Try,4TJUrdwbeKC9qcouPlBuLe,4djIFfof5TpbSGRZUpsTXq,,2017-04-21,187133,,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966
Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",Nothing Happens,7eed9MBclFPjjjvotfR2e9,57RA3JGafJm5zRtKJiKPIm,,2019-03-22,178000,,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023
OK,Wallows,OK,6AMTezrkvSp7i1PqL0Mb7F,0APAKxMXB7jdDs4kw1l30y,,2020-03-20,193293,,0.72,0.625,7,-6.274,1,0.0362,0.0112,0.0076,0.0999,0.818,102.006
Chit Chat,Beach Weather,Chit Chat,3A9qTBQBxAPbIWhEVvMIZ6,08BwE47bKpz62bfSiDXO2w,,2016-10-14,200207,,0.514,0.978,11,-2.779,0,0.056,0.00025,0.168,0.328,0.966,142.122
Just Like a Movie,Wallows,Trust Fall / Just Like A Movie,6zSMEHTEV2vvOBaNJD1jLg,0Jgbauc8Nv2OOjR5ERW28B,,2019-09-06,247613,,0.449,0.825,11,-5.177,1,0.037,0.00121,0.0,0.208,0.223,135.934
"Dance, Baby!",boy pablo,Roy Pablo,1D3JNjKm7QRaHcIBzv0Xdn,5EV4bGHxVN0kHpcAFvgnTt,,2017-05-19,198000,,0.602,0.601,9,-8.521,1,0.0411,0.037,0.0046,0.312,0.856,122.017
Run the World!!!,Dayglow,Fuzzybrain,5PFzbdbZRNaoGLCHFPnmv3,0AsUVUloJ52ZCXmqrMFgOI,,2019-11-14,176250,,0.706,0.631,0,-7.711,1,0.0553,0.158,0.000607,0.0374,0.424,160.064
Alrighty Aphrodite,Peach Pit,Being So Normal,6xduu32sm4aidoLhaxYkUA,6OiRh4kttAs1YWglvTcYkB,,2018-06-28,207813,,0.534,0.724,6,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846
Tommy's Party,Peach Pit,Being So Normal,6xduu32sm4aidoLhaxYkUA,5OuJTtNve7FxUX82eEBupN,,2018-06-28,361760,,0.565,0.438,7,-8.722,1,0.0311,0.122,0.0469,0.108,0.211,133.949
Ode to a Conversation Stuck in Your Throat,Del Water Gap,Del Water Gap,22ljnmjYzy4TS5tCtaRIUE,51Lf3l6wx008NdBxCQnD6B,,2021-10-08,199233,,0.57,0.804,11,-6.782,1,0.0701,0.0598,8.96e-05,0.187,0.624,87.533
Shampoo Bottles,Peach Pit,You and Your Friends,3Vk0be2qEuqARxrC6U5ZV3,2INUkDPCO1eQlOFmIN5VAC,,2020-04-03,224267,,0.648,0.436,8,-9.578,1,0.0275,0.0232,0.0,0.0944,0.333,107.019
Freakin' Out On the Interstate,Briston Maroney,Freakin' Out On The Interstate (Acoustic Version [Live]),0dXQf9UooGFoxLamqfkURl,0awZwmlC6pxH65KTZpadmX,,2020-07-10,251906,,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861
Space Song,Beach House,Depression Cherry,194CqC2Zi0kUFEPWedb3qr,7H0ya83CMmgFcOhw0UB6ow,,2015-08-28,320467,,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067
Wildflower,Beach House,Depression Cherry,194CqC2Zi0kUFEPWedb3qr,24bzJwjGBWtGCs7xKIKQsB,,2015-08-28,219453,,0.44,0.508,3,-7.821,1,0.0274,0.536,0.525,0.0903,0.217,81.097
Master of None,Beach House,Beach House,32bJgeIOAFiNkucTCje5O5,3stWWPN41byqp8loPdy92u,,2006-10-03,199414,,0.492,0.344,5,-15.259,1,0.0259,0.674,0.531,0.0933,0.247,86.485
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,5bP82ZIls6rzhpf5Qu6AzC,3AVrVz5rK8Hrqo9YGiVGN5,,2017-06-09,290147,,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473
